Source,Fishing period,Species fishing year start month,Species code,Fishstock Code,Fishstock fishing year start month,Name,TAC allowance,Reported comm. catch (kg),Reported comm. catch (units),TACC (kg),Cust. allow. (kg),Rec. allow. (kg),Target,In QMS
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE1,10,Agar weed Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE10,10,Agar weed Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE3,10,Agar weed South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE4,10,Agar weed South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE5,10,Agar weed Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE6,10,Agar weed Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE7,10,Agar weed Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE8,10,Agar weed Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE9,10,Agar weed Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTEET,10,Agar weed Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTO,PTOET,10,Patagonian Toothfish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL10,10,Deepwater clam Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZLET,10,Deepwater clam Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC1,10,Queen Scallops  Auckland(East),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC10,10,Queen Scallops  Kermadec,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC2,10,Queen Scallops  Central(East),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC4,10,Queen Scallops  South-East(Chatham Rise),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC6,10,Queen Scallops  Sub-Antartic,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC7,10,Queen Scallops  Challenger,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC8,10,Queen Scallops  Central(West),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSC9,10,Queen Scallops  Auckland(West),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,QSC,QSCET,10,Queen Scallops  Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBM,RBMET,10,Rays Bream Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBT,RBTET,10,Redbait Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBYET,10,Ruby Fish Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RCO,RCOET,10,Red Cod Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RIB,RIBET,10,Ribaldo Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSK,RSKET,10,Rough Skate Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSN,RSNET,10,Red Snapper Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE10,10,Triangle shell Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE6,10,Triangle shell Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAEET,4,Triangle shell Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM1,10,Quinnat Salmon Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM10,10,Quinnat Salmon Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM2,10,Quinnat Salmon Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM4,10,Quinnat Salmon South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM5,10,Quinnat Salmon Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM6,10,Quinnat Salmon Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM7,10,Quinnat Salmon Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM8,10,Quinnat Salmon Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM9,10,Quinnat Salmon Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAMET,10,Quinnat Salmon Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SBW,SBWET,4,Southern Blue Whiting Ex Territory (200 m limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SBW,SBWSTR,4,Southern Blue Whiting South Tasman Rise,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCAET,4,Scallop Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCCET,4,Sea cucumber Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCH,SCHET,10,School Shark Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCIET,10,Scampi Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFEET,10,Short-finned eel Extra Territorial (200 m limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFL,SFL1,10,Sand Flounder 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFL,SFL10,10,Sand Flounder Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFL,SFL2,10,Sand Flounder 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFL,SFL3,10,"Sand Flounder 3, 4, 5 & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFL,SFL7,10,Sand Flounder Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFL,SFLET,10,Sand Flounder Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SKI,SKIET,10,Gemfish Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SKJ,SKJET,10,Skipjack Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME1,10,Smelt Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME10,10,Smelt Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME2,10,Smelt Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME3,10,Smelt South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME4,10,Smelt South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME5,10,Smelt Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME6,10,Smelt Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME7,10,Smelt Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME8,10,Smelt Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SME9,10,Smelt Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SME,SMEET,10,Smelt Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SNA,SNAET,10,Snapper Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOR,SOR1,10,"Spiky oreo 1,2A,2B,5A,7A,7B,8,9  (Combined)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOR,SOR10,10,Spiky oreo Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOR,SOR3A,10,Spiky oreo Sth-East (Cook Strait/Kaikoura/Strathallan),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOR,SOR4,10,Spiky oreo South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOR,SOR6,10,Spiky oreo Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOR,SORET,10,Spiky oreo Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOR,SORSTR,10,Spiky oreo South Tasman Rise,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS1,10,Sockeye salmon Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS10,10,Sockeye salmon Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS2,10,Sockeye salmon Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS3,10,Sockeye salmon South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS4,10,Sockeye salmon South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS5,10,Sockeye salmon Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS6,10,Sockeye salmon Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS7,10,Sockeye salmon Challenger/Central (Plateau),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS8,10,Sockeye salmon Central (Egmont),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOS9,10,Sockeye salmon Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SOS,SOSET,10,Sockeye salmon Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPD,SPDET,10,Spiny Dogfish Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPD,SPDSTR,10,Spiny Dogfish South Tasman Rise,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPEET,10,Sea Perch Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPO,SPOET,10,Rig Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPR,SPRET,10,Sprats  Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SQU,SQUEA,10,"Arrow squid Muriwhenua, Exempt Area",,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SQU,SQUET,10,Arrow squid Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SQU,SQUSTR,10,Arrow Squid South Tasman Rise,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSK,SSKET,10,Smooth Skate Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSK,SSKSTR,10,Smooth Skate South Tasman Rise,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSO,SSO1,10,"Smooth oreo 1,2A,2B,5A,7A,7B,8,9  (Combined)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSO,SSO10,10,Smooth oreo Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSO,SSO3A,10,Smooth oreo Sth-East (Cook Strait/Kaikoura/Strathallan),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSO,SSO4,10,Smooth oreo South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSO,SSO6,10,Smooth oreo Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSO,SSOET,10,Smooth oreo Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSO,SSOSTR,10,Smooth oreo South Tasman Rise,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STA,STAET,10,Stargazer Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM1,10,Striped Marlin Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM10,10,Striped Marlin Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM2,10,Striped Marlin Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM3,10,Striped Marlin South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM4,10,Striped Marlin South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM5,10,Striped Marlin Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM6,10,Striped Marlin Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM7,10,Striped Marlin Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM8,10,Striped Marlin Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STM9,10,Striped Marlin Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STM,STMET,10,Striped Marlin Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR6,10,Kina Sub-Antarctic,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SURET,10,Kina Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SWA,SWAET,10,Silver Warehou Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SWO,SWOET,10,Swordfish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TAR,TARET,10,Tarakihi Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TOR,TORET,10,Pacific Bluefin Tuna Extra Territorial (200m limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRE,TREET,10,Trevally Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRUET,10,Trumpeter Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA10,10,Tuatua Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUAET,10,Tuatua Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUR,TUR1,10,Turbot 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUR,TUR10,10,Turbot Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUR,TUR2,10,Turbot 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUR,TUR3,10,"Turbot 3, 4, 5 & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUR,TUR7,10,Turbot Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUR,TURET,10,Turbot Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV10,10,Ulva Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV2,10,Ulva Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV3,10,Ulva South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV4,10,Ulva South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV5,10,Ulva Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV6,10,Ulva Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV7,10,Ulva Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV8,10,Ulva Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV9,10,Ulva Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULVET,10,Ulva Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WAR,WARET,10,Blue Warehou Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI1,10,Whitebait Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI10,10,Whitebait Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI2,10,Whitebait Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI3,10,Whitebait South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI4,10,Whitebait South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI5,10,Whitebait Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI6,10,Whitebait Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI7,10,Whitebait Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI8,10,Whitebait Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHI9,10,Whitebait Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WHI,WHIET,10,Whitebait Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WOE,WOE1,10,"Warty oreo 1,2A,2B,5A,7A,7B,8,9 (Combined)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WOE,WOE10,10,Warty oreo Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WOE,WOE3A,10,Warty oreo Sth-East (Cook Strait/Kaikoura/Strathallan),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WOE,WOE4,10,Warty oreo South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WOE,WOE6,10,Warty oreo Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WOE,WOEET,10,Warty oreo Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WOE,WOESTR,10,Warty oreo South Tasman Rise,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WWA,WWAET,10,White Warehou Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YBF,YBF1,10,Yellowbelly flounder 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YBF,YBF10,10,Yellowbelly flounder Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YBF,YBF2,10,Yellowbelly flounder 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YBF,YBF3,10,"Yellowbelly flounder 3, 4, 5 & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YBF,YBF7,10,Yellowbelly flounder Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YBF,YBFET,10,Yellowbelly flounder Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEMET,10,Yellow Eyed Mullet  Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YFN,YFNET,10,Yellowfin Tuna Extra Territorial (200 mile limit),,,,,,,No,No
